Report generated on: 05-30-2026 14:38:45
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"INTL.4411-2-AFG-QBTU.A","        Coal (quad Btu)","0.0024792482148388983","0.0026042523630414455","0.0030209327940489256","0.0030209327940489256","0.0030834347736486832","0.003145936942251473","0.0033334430700537776","0.0034792812114562443","0.002875094652646459","0.002645920349441284","0.0021875719320339653","0.001958397817831822","0.0001666721346023857","0.00014583814140246647","0.00012500414820254722","0.00010417015500262799","0.0000625019795997577","0.00004166798639983847","0.00004166798639983847","0.000020833993199919235","0.000020833993199919235","0.0005416845792100274","0.0004375144242073994","0.0007291907070123324","0.0007083567138124131","0.000687522531609462","0.0007291907070123324","0.002121249182718404","0.0035133076584244758","0.0061791981463600095","0.010345138034720047","0.01311095586332185","0.015876773691923654","0.017724885330577957","0.014260950993795742","0.013874090678426449","0.01976828101013371","0.021566236110377404","0.023364191210621096","0.025162146310862898","0.020746989064083933","0.0348761046166648","0.030549207901274772","0.009931516023224136","0.00561705291469993"
"INTL.4413-2-AFG-QBTU.A","        Natural gas (quad Btu)","0.002094","0.003141","0.005235","0.005235","0.005235","0","0","0.023034","0.07329","0.071196","0.07015067178502912","0.011517","0.0110924415","0.0110924415","0.01108773","0.00739182","0.00850420515","0.00850420515","0.00850420515","0.00850420515","0.00850420515","0.00184874025","0.00184874025","0.0007394961","0.0007394961","0.0007394961","0.0007394961","0.0014789922","0.00184874025","0.00110924415","0.00524668025871","0.00596768283126","0.00592701089127","0.00571255884405","0.00524668025871","0.00540567056958","0.00611188334577","0.00611188334577","0.00599833778713622","0.005039073584885323","0.00314012200083763","NA","NA","NA","NA"
"INTL.4415-2-AFG-QBTU.A","        Petroleum and other liquids (quad Btu)","0.01462409812353294","0.01666759037178232","0.01625090060634963","0.022917936760382725","0.02298072562821939","0.027084834352942865","0.02832975751","0.02867511248","0.02737463585298","0.0276986182199","0.0281181857199","0.02640851194115","0.01468391411838","0.01464402360995","0.01361406660995","0.01319449910995","0.01218545230398","0.01149772912145","0.01109338212145","0.01109339814","0.008129110709999998","0.008037031630000002","0.006836038909999987","0.009580642700000008","0.00896557613999999","0.013311272060000013","0.017167204469999992","0.018241910550000007","0.04154154754000009","0.07230694489999986","0.08549383780999997","0.1108015226199999","0.09834542611000005","0.06995016059999988","0.05528504958999995","0.069916271","0.0515175345","0.07747830869796388","0.10897156","0.10943295","0.11500772","0.10481883","0.10041746","0.10339067","0.106157358"
"INTL.4419-2-AFG-QBTU.A","        Nuclear, renewables, and other (quad Btu)","0.0024260327011539655","0.0024601541174852446","0.0024123841346214534","0.0025454576583134434","0.0025829912162778504","0.0026273490575085138","0.0024328569844202213","0.0025795790746447225","0.0025386333750471875","0.002559106224845955","0.0025795790746447225","0.002756992735426383","0.0020609149924695155","0.0019449065675701319","0.002030206142670748","0.0018152423528487113","0.0016071031295591864","0.0014399096058671968","0.001364842489938382","0.001364842489938382","0.0013887281895359172","0.002023386533297714","0.0022349386063860066","0.002490849228870602","0.002269060022717286","0.0023714235635454847","0.003647518220302498","0.0046301899415796995","0.004415204765155343","0.006589023121470594","0.008933746008969021","0.011352831914201063","0.01299641252524842","0.015354807745318227","0.01607339123312794","0.01642176124865429","0.018399360131115615","0.0194461656968432","0.02030494867596846","0.02111704886550438","0.02117468008131685","0.022618279577175857","0.022942531260454493","0.02412383415562946","0.022843357339149103"
"INTL.4417-2-AFG-QBTU.A","            Nuclear (quad Btu)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.4418-2-AFG-QBTU.A","            Renewables and other (quad Btu)","0.0024260327011539655","0.0024601541174852446","0.0024123841346214534","0.0025454576583134434","0.0025829912162778504","0.0026273490575085138","0.0024328569844202213","0.0025795790746447225","0.0025386333750471875","0.002559106224845955","0.0025795790746447225","0.002756992735426383","0.0020609149924695155","0.0019449065675701319","0.002030206142670748","0.0018152423528487113","0.0016071031295591864","0.0014399096058671968","0.001364842489938382","0.001364842489938382","0.0013887281895359172","0.002023386533297714","0.0022349386063860066","0.002490849228870602","0.002269060022717286","0.0023714235635454847","0.003647518220302498","0.0046301899415796995","0.004415204765155343","0.006589023121470594","0.008933746008969021","0.011352831914201063","0.01299641252524842","0.015354807745318227","0.01607339123312794","0.01642176124865429","0.018399360131115615","0.0194461656968432","0.02030494867596846","0.02111704886550438","0.02117468008131685","0.022618279577175857","0.022942531260454493","0.02412383415562946","0.022843357339149103"
"","Albania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-ALB-QBTU.A","    Consumption (quad Btu)","0.14261928164483972","0.14079517427844865","0.14106563475285447","0.14682520640450622","0.14762843285321095","0.14673569952048987","0.14240644436581035","0.13876023895433764","0.14292714269418977","0.13334220425618934","0.0951339259203178","0.07185959080316656","0.06210577974307563","0.05120486252076455","0.04440611745392071","0.04883247305435981","0.046068597779205085","0.04409200074467807","0.050786685172831955","0.03981294125448092","0.06716162808805706","0.06856884211155116","0.07714197929716174","0.07917268782127439","0.0853516067120966","0.08443604088869766","0.08027399812640067","0.07896276456600439","0.08152991841774447","0.08222285041510742","0.0757751116515423","0.0817823657025936","0.07673134006212244","0.08993822162098959","0.08785326445723012","0.0820198205543649","0.09131236191086606","0.09994258265788189","0.09551663796456024","0.08495434507091965","0.07206329065096272","0.08698439018709095","0.08826905613849761","0.08319213151358733","0.08732899609863395"
"INTL.4411-2-ALB-QBTU.A","        Coal (quad Btu)","0.024317314523581157","0.025770486274170428","0.029070074678547934","0.03146270929689194","0.03399786552216729","0.03624797855457778","0.03566855295477164","0.03728748741744574","0.03748799283170988","0.037114723556503436","0.0323729108406639","0.018421887913981944","0.005235004867496884","0.00346567005147178","0.002812873657954107","0.002119844522281322","0.0016644755738027901","0.0012322476809671853","0.0007539568362326312","0.000903445437828665","0.001097810109219184","0.0012482907293259941","0.0009488268187999082","0.0009487671567268229","0.0009029321443912289","0.0008190919058261814","0.0016219843773081727","0.0023592009372752805","0.002858482393398624","0.003923002211637058","0.0035249441657845544","0.0033113416915863596","0.0029688882665851292","0.002642520161491151","0.003339683613892591","0.002822255337070553","0.0022553832305981774","0.002603889761162839","0.0034145211808809675","0.004093169855767595","0.004619878905744029","0.006673565257618547","0.007252404247338317","0.005731082418090972","0.0068458281635649714"
"INTL.4413-2-ALB-QBTU.A","        Natural gas (quad Btu)","0.01047","0.011517","0.01047","0.011517","0.011517","0.01047","0.014658","0.016752","0.026175","0.026175","0.00942515337423312","0.00522","0.003760488","0.001105596","0.00110664","0.00110664","0.0011060658","0.0007373772","0.0011060658","0.0007373772","0.0011060658","0.0011060658","0.0011060658","0.0011060658","0.0011060658","0.0011060658","0.0011060658","0.0003644508","0.00106474725","0.00106474725","0.0003503248","0.0003503248","0.00059555216","0.00066561712","0.00112103936","0.0012261368","0.001576448208","0.00175160912","0.001503678245536","0.002730013873088","0.00196242760592","0.002075691154208","0.001788239203104","0.00175914208528","0.001909126480704"
